stop_id,stop_name,stop_type,stop_other,stop_coord
brek,"Breznóbánya külváros",(Felvidék/Szlovákia),"Brezno mesto",
brez,"",megállóhely (Felvidék/Szlovákia),"",
bruk,"Bruck-Királyhida",állomás (Ausztria),"Bruck/Leitha",
brun,"Brunóc",(Felvidék/Szlovákia),"Brunovce",
buca,"Bucsány",megszűnt (Felvidék/Szlovákia),"",
bucu,"Bucsu",megszűnt megállóhely,"",47.248456:16.497542
bucs,"Búcsúszentlászló",állomás,"",46.792337:16.932724
bufa,"Budafa",megállóhely,"",46.851583:16.62501
bufb,"Budafok",megállóhely,"Budafok délivasút mh., Budafok-Belváros",47.424089:19.041604
wbuh,"Budahomok",megszűnt kisvasúti megállóhely,"",
buut,"Budai út",megállóhely,"",47.208424:19.732378
buks,"Budakalász",állomás,"",47.616203:19.054875
budl,"Budakalász lenfonó",megállóhely,"",47.621708:19.046807
bpdt,"Budapest Dunaparti Teherpályaudvar",megszűnt állomás,"",
bude,"Budapest-Déli",állomás,"",47.500269:19.024677
budp,"Budapest-Dunapart külső",megszűnt teherpályaudvar,"",
gubr,"Budapest-Ferencváros Gubacsi rendező",teherpályaudvar,"",
bufk,"Budapest-Ferencváros Keleti rendező pu.",teherpályaudvar,"",
bufm,"Budapest-Ferencváros Marhavásártér",megszűnt teherpályaudvar,"",
bufn,"Budapest-Ferencváros Nyugati rendező pu.",teherpályaudvar,"",
bujo,"Budapest-Józsefváros",megszűnt állomás,"",47.490728:19.090408
bukl,"Budapest-Keleti",állomás,"Budapest központi pályaudvar",47.500332:19.082716
buki,"Budapest-Kikötő",teherpályaudvar,"",
bunv,"Budapest-Nagyvásártelep",megszűnt teherpályaudvar,"",
buny,"Budapest-Nyugati",állomás,"",47.510278:19.056625
bpsh,"Budapest-Sashalom",megszűnt megállóhely,"",47.510697:19.154634
buse,"Budapest-Sertésvásártér",megszűnt teherpályaudvar,"",
busr,"Budapest-Soroksári út rendező",teherpályaudvar,"",
buvt,"Budapest-Városszéli telep",megszűnt megállóhely,"",47.486025:19.209652
bviz,"Budapest-Vizafogó",megszűnt állomás,"",47.532222:19.062799
buta,"Budatava",megszűnt megállóhely,"Vörösberény-Budatava",
bute,"Budatétény",megállóhely,"",47.405106:19.016441
buor,"Budaörs",állomás,"",47.447628:18.96645
wbug,"Bugac",megszűnt kisvasúti állomás,"",46.684386:19.677088
wbuf,"Bugac felső",megszűnt kisvasúti állomás,"",46.661004:19.659223
wbup,"Bugacpuszta",megszűnt kisvasúti megállóhely,"",46.700985:19.642137
wbuj,"Buj",megszűnt kisvasúti,"",
wbuk,"Buj község",megszűnt kisvasúti megállóhely,"",
bukv,"",(Felvidék/Szlovákia),"",
brmi,"Búrszentmiklós",(Felvidék/Szlovákia),"Borský Mikuláš",
buss,"Bušince",megszűnt (Felvidék/Szlovákia),"",
budo,"Büdöskútpuszta",megállóhely,"",48.374079:20.725597
buk_,"Bük",állomás,"",47.388626:16.752152
buku,"Bük fürdőtelep",megszűnt megállóhely,"",
buka,"Bükkábrány",teherpályaudvar,"",
bukk,"Bükkösd",állomás,"",46.113045:17.999445
bzov,"",megszűnt (Felvidék/Szlovákia),"",
boho,"Böhönye",megszűnt állomás,"",46.409754:17.406676
boke,"Bökény",megszűnt megállóhely,"",
bolc,"Bölcske",megszűnt megállóhely,"",46.729639:18.926542
borg,"Börgönd",állomás,"",47.140054:18.515118
borp,"Börgöndpuszta",megállóhely,"",
borv,"Börvely",megszűnt (Románia/Erdély),"",
wbrg,"Börzsönygyöngye",megszűnt kisvasúti,"",
wbrl,"Börzsönyliget",kisvasúti megállóhely,"",47.843964:19.016147
bosz,"Bösztör",állomás,"Homokszentlőrinc",
cece,"Cece",állomás,"",
cegl,"Cegléd",állomás,"",47.182277:19.8069
wceg,"Cegléd KCK",megszűnt kisvasúti állomás,"",
wceb,"Cegléd-Béke tér",megszűnt kisvasúti megállóhely,"",
wcev,"Cegléd-Vigadó",megszűnt kisvasúti megállóhely,"",
cegb,"Ceglédbercel",megállóhely,"",47.216291:19.657681
cegc,"Ceglédbercel-Cserő",állomás,"",47.210838:19.686085
wcei,"Ceglédi kiserdők",megszűnt kisvasúti megállóhely,"",
wcek,"Ceglédi közkórház",megszűnt kisvasúti megállóhely,"",
cegs,"Ceglédi szállások",megállóhely,"",47.168367:19.826395
cell,"Celldömölk",állomás,"",47.261238:17.152736
celr,"Celldömölk-Rendező",teherpályaudvar,"",47.248186:17.16965
cent,"Center",megszűnt állomás,"",48.253101:20.345538
cena,"Center alsó",megállóhely,"",48.262343:20.356823
cero,"",(Felvidék/Szlovákia),"",
cher,"Chernelházadamonya",megszűnt megállóhely,"",
wchi,"Chinoin",kisvasúti,"",48.116548:20.650351
chra,"",(Felvidék/Szlovákia),"",
chva,"",(Felvidék/Szlovákia),"",
ciba,"Cibak",megszűnt megállóhely,"",
cife,"Cifer",(Felvidék/Szlovákia),"Cífer",
wcig,"Cigánd",megszűnt kisvasúti állomás,"",
ciko,"Cikó",megállóhely,"",46.263462:18.557368
cink,"Cinkota",állomás,"",
cina,"Cinkota alsó",,"",
wcin,"Cinkus",megszűnt kisvasúti megállóhely,"",
cobo,"Cobolyfalu",(Felvidék/Szlovákia),"Soblahov",
wcaa,"Csaba alsó",megszűnt kisvasúti megállóhely,"",
csac,"Csabacsűd",állomás,"",46.822977:20.66324
csaf,"Csabacsűd felső",megállóhely,"Csabacsűd községháza",46.829229:20.649284
wcat,"Csabai tanyák",megszűnt kisvasúti állomás,"",
wcas,"Csabaszabadi",megszűnt kisvasúti állomás,"Szalay kitérő",
csab,"Csabony",megszűnt megállóhely,"",
caca,"Csáca",(Felvidék/Szlovákia),"Čadca",
cack,"Csáca község",(Felvidék/Szlovákia),"Čadca obec",
wcho,"Csaholc",megszűnt kisvasúti állomás,"",
csjg,"Csajág",állomás,"",47.033766:18.186184
csjf,"Csajág felső",megszűnt megállóhely,"Csajág-Újpuszta",47.043458:18.179359
csaj,"Csajta",megszűnt állomás (Ausztria),"Schachendorf",47.26257:16.430096
csak,"Csákánydoroszló",állomás,"",
csto,"Csáktornya",állomás (Horvátország),"Čakovec",
cakb,"Csáktornya laktanya",(Horvátország),"Čakovec-Buzovec",
csal,"Csala",megszűnt megállóhely,"",47.233345:18.489471
ckar,"Csallóközaranyos",(Felvidék/Szlovákia),"Zlatná na Ostrove",
wcap,"Csanádapáca",megszűnt kisvasúti állomás,"",
csap,"Csanádpalota",állomás,"",46.235984:20.732567
csng,"Csánig",megállóhely,"",
wcsn,"Csanyik-Erdei iskola",kisvasúti,"",48.123749:20.649062
csny,"Csányoszró",megszűnt állomás,"",
cspa,"Csap",állomás (Ukrajna),"Csop, &#1063;&#1086;&#1087;",
cspo,"Csapod",megszűnt állomás,"",47.510873:16.915448
csar,"Csárdaszállás",állomás,"Köröstarcsai tanyák",46.862308:20.930047
wcsa,"Csarnapuszta",kisvasúti megállóhely,"",48.008656:18.891633
cssr,"Császár",megszűnt megállóhely,"",47.508538:18.149423
cssz,"Császárszállás",megszűnt állomás,"",
cata,"Csata",állomás (Felvidék/Szlovákia),"Čata",
csat,"Csátalja",megszűnt állomás,"",
cstm,"Csatárimajor",megszűnt,"",
csav,"Csáva",állomás (Ausztria),"Stoob",
csec,"Csécs",(Felvidék/Szlovákia),"Čečejovce",
wcgr,"Cseger elágazás",megszűnt kisvasúti állomás,"",
cehb,"Csehberek",(Felvidék/Szlovákia),"České Brezovo",
csej,"Csejte-Vágszentkereszt",megszűnt (Felvidék/Szlovákia),"",
cskj,"Csekej",(Felvidék/Szlovákia),"Čakajovce",
cskl,"Cseklész",(Felvidék/Szlovákia),"Bernolákovo",
cems,"Csém",megszűnt megállóhely (Ausztria),"Schandorf",47.243144:16.425724
csmk,"Csemetekert",megszűnt megállóhely,"Fábiánsebestyéni csemetekert, Svábmajor",
csmo,"Csemő",megszűnt állomás,"",
fjar,"Csemő felsőjárás",megszűnt megállóhely,"Felsőjárás",
csek,"Csempeszkopács",megszűnt,"",
csem,"Csémpuszta",megállóhely,"",47.704444:18.106338
csgl,"Csengele",állomás,"",46.538347:19.908969
csgr,"Csenger",állomás,"",47.82625:22.666529
csgd,"Csengőd",állomás,"",
csep,"Csépa",állomás,"",46.812454:20.134959
cspl,"Csepel",állomás,"",47.421744:19.066304
cspy,"Csepel-Gyártelep",megszűnt teherpályaudvar,"",
cspg,"Csepreg",megszűnt állomás,"",
cser,"Cserdi-Helesfa",megállóhely,"",46.085506:17.987435
wcee,"Csereerdő",kisvasúti,"",
cere,"Cserencsény",(Felvidék/Szlovákia),"Čerenčany",
csnf,"Cserénfa",megszűnt,"",
csrp,"Cserepes",megszűnt megállóhely,"",
wcse,"Cserepes GV",megszűnt kisvasúti állomás,"",
wcet,"Cserepesi tanyák",megszűnt kisvasúti megállóhely,"",
wcep,"Cserepespuszta",megszűnt kisvasúti állomás,"",
wcst,"Cseres-táró",megszűnt kisvasúti megállóhely,"Bolvárybánya, Cserestáró",
csrh,"Cserhát",megszűnt állomás,"",
wcsk,"Cserkő",kisvasúti,"",47.838712:19.931076
wcma,"Csermajor",megszűnt kisvasúti,"",
cern,"Cserne",(Felvidék/Szlovákia),"Čierne pri Čadci",
csrt,"Csertő",megszűnt megállóhely,"",
cetn,"Csetnek",(Felvidék/Szlovákia),"Štítnik",
cetv,"Csetnek-város",(Felvidék/Szlovákia),"Štítnik mesto",
csib,"Csibrák",megállóhely,"",46.466243:18.335559
cskr,"Csikéria",megszűnt állomás,"",
cskt,"Csikéria kitérő",megszűnt állomás (Szerbia),"",
csks,"Csikériai szőlők",megszűnt megállóhely,"",
wcic,"Csiki csárda",megszűnt kisvasúti megállóhely,"",
csik,"Csikóstőttős",megállóhely,"",
cslh,"Csillaghegy",megállóhely,"",47.585764:19.044734
csta,"Csillagtanya",megszűnt megállóhely,"",
wcsl,"Csillebérc",kisvasúti állomás,"Úttörőváros",47.498101:18.961692
csin,"Csincse",megállóhely,"Csincsetanya",47.890797:20.763906
wcsi,"Csisztagyógyfürdő",kisvasúti,"",
cizf,"Csízfürdő",(Felvidék/Szlovákia),"Číz-kúpele",
csob,"Csobád",megállóhely,"",
cskk,"Csókakő",megállóhely,"",47.329939:18.237649
csvi,"Csokonyavisonta",megszűnt állomás,"Erdőcsokonya",
csva,"Csokonyavisonta alsó",megszűnt megállóhely,"Erdőcsokonyai alsó megálló",
cskv,"Csokvaomány",megszűnt megállóhely,"Nekézseny-Sáta",48.165467:20.39826
csrs,"Csoma-Szabadi",állomás,"Attala-Csoma",46.366552:18.045027
csom,"Csomád",állomás,"",47.635584:19.22289
comt,"Csomatelke",(Felvidék/Szlovákia),"Čamovce",
csmr,"Csomorkány",megszűnt megállóhely,"",
cson,"Csongrád",állomás,"",46.704418:20.140379
csga,"Csongrád alsó",megállóhely,"",46.711414:20.12778
csgu,"Csongrádi úti tanyák",megállóhely,"Kunszállás",46.690207:19.922862
csop,"Csopak",,"Csopak-Balatonkövesd",46.974545:17.931168
csor,"Csór-Nádasdladány",állomás,"",47.173967:18.220485
wcoa,"Csorba alsó",megszűnt kisvasúti,"",
wcof,"Csorba felső",megszűnt kisvasúti,"",
wcob,"Csorba fmsz. bolt",megszűnt kisvasúti,"",
csrn,"Csorna",állomás,"",47.602058:17.24931
csrv,"Csorvás",állomás,"",46.623509:20.840883
csra,"Csorvás alsó",megállóhely,"Telekgerendás",46.63522:20.889689
wcos,"Csősz",megszűnt kisvasúti állomás,"",
wcov,"Csóványos",megszűnt kisvasúti állomás,"",
csug,"Csugar",állomás,"Csugarparti tanyák",47.050295:20.54139
cscs,"Csurgaszi csárda",megszűnt megállóhely,"",46.876796:16.724685
csgo,"Csurgó",állomás,"",46.261181:17.091602
csuz,"Csúza",megszűnt megállóhely (Horvátország),"",
csut,"Csütörtök",megállóhely (Felvidék/Szlovákia),"Miloslavov",
wcom,"Csömödér ÁEV",kisvasúti,"",46.606673:16.641668
csmd,"Csömödér-Páka",állomás,"",46.607827:16.641843
wcmt,"Csömödéri-tó",kisvasúti,"",
cmor,"Csömör",állomás,"",
csrg,"Csörög",megállóhely,"",47.735969:19.196349
csro,"Csörögi szőlők",megszűnt megállóhely,"",
wcug,"Cukorgyár",megszűnt kisvasúti megállóhely,"",
daba,"Dabas",állomás,"Alsódabas",47.194736:19.329077
dabr,"Dabronc",megállóhely,"",47.025849:17.166939
dad_,"Dad",megszűnt megállóhely,"",47.523133:18.227894
dalm,"Dalmand",megszűnt állomás,"Kocsola-Ódalmand, Ódalmand",46.490681:18.197404
wdam,"Dámóc",megszűnt kisvasúti,"",
wdan,"Danitanya",megszűnt kisvasúti állomás,"",
drny,"Darány",állomás,"",45.992187:17.598578
drnp,"Daránypuszta",megállóhely,"",46.766716:18.146942
dard,"Dárda",állomás (Horvátország),"Darda",
daru,"Darufalva",megállóhely (Ausztria),"Draßburg",
davo,"Dávod",megszűnt állomás,"",
deak,"Deáki",(Felvidék/Szlovákia),"Diakovce",
debr,"Debrecen",állomás,"",47.520203:21.628526
debc,"Debrecen-Csapókert",megállóhely,"",47.540477:21.647921
wdbf,"Debrecen-Fatelep",kisvasúti,"",
debv,"Debrecen-Kertváros",megszűnt megállóhely,"",
debk,"Debrecen-Kondoros",megállóhely,"",47.525166:21.713647
debs,"Debrecen-Szabadságtelep",megállóhely,"Debrecen-Nyilastelep",47.52766:21.658709
debt,"Debrecen-Tégláskert",megszűnt megállóhely,"",
dbvs,"Debrecen-Vásártér",megszűnt állomás,"",
dbro,"Debrőd",megszűnt (Felvidék/Szlovákia),"Debraď",
decs,"Decs",állomás,"",
deck,"Décskelecsény",(Felvidék/Szlovákia),"Kľačany",
dedi,"",(Felvidék/Szlovákia),"",
wdeg,"Dég",megszűnt kisvasúti állomás,"",
dejt,"Dejtár",állomás,"",
dele,"Délegyháza",állomás,"",47.253581:19.060786
delb,"Délegyháza-Újbánya",teherpályaudvar,"",
delu,"Déli út",megszűnt megállóhely,"",
wdll,"Déllő",megszűnt kisvasúti megállóhely,"",
deme,"Demecser",állomás,"",48.111633:21.926905
wden,"Dencsháza",megszűnt kisvasúti,"",
dene,"Dénesfa",megállóhely,"",
wdnm,"Dénesmajor",megszűnt kisvasúti állomás,"",
wdep,"Depónia",megszűnt kisvasúti,"",
dere,"Derecske",állomás,"",47.364033:21.583308
derv,"Derecske-Vásártér",megállóhely,"",47.351569:21.581032
wder,"Dértanya",kisvasúti,"",
desz,"Deszk",megállóhely,"",46.209996:20.246409
detc,"Detrekőcsütörtök",(Felvidék/Szlovákia),"Plavecký Štvrtok",
detm,"Detrekőszentmiklós",állomás (Felvidék/Szlovákia),"Plavecký Mikulaš",
detv,"Detrekőváralja",(Felvidék/Szlovákia),"Plavecké Podhradie",
deva,"Dévaványa",állomás,"",47.034252:20.94368
deve,"Devecser",állomás,"",47.112299:17.435728
devt,"Dévénytó",(Felvidék/Szlovákia),"Devínske Jazero",
devu,"Dévényújfalu",állomás (Felvidék/Szlovákia),"Devínska Nová Ves",
devi,"Devicse",megszűnt (Felvidék/Szlovákia),"Devičie",
dinm,"Dinnyés",megállóhely,"",
diog,"Diósgyőr",teherpályaudvar,"",
wdio,"Diósgyőr LÁEV",kisvasúti megállóhely,"",48.103521:20.694001
wmaj,"Diósgyőr-Majláth",kisvasúti megállóhely,"",48.10992:20.672437
wdiv,"Diósgyőr-Városközpont",kisvasúti,"",
diov,"Diósgyőr-Vasgyár",teherpályaudvar,"",48.091258:20.750681
dios,"Diósjenő",állomás,"",47.940068:19.04961
wdip,"Dióspuszta",megszűnt kisvasúti,"",
dsvi,"Diósviszló",megszűnt állomás,"",
wdir,"Diriczi tanya",megszűnt kisvasúti,"",
doba,"Dobaipuszta",megszűnt megállóhely,"",46.975422:21.454023
wdoi,"Dobó iskola",megszűnt kisvasúti megállóhely,"",
dobc,"Dobóca",(Felvidék/Szlovákia),"Dubovec",
dobo,"Doborján-Lakfalva",megálló-rakodóhely (Ausztria),"Raiding-Lackendorf",
dniv,"",megszűnt (Felvidék/Szlovákia),"",
dniz,"",megszűnt megállóhely (Felvidék/Szlovákia),"",
dobs,"Dobsina",állomás (Felvidék/Szlovákia),"Dobšiná",48.81334:20.384247
dsje,"",(Felvidék/Szlovákia),"",
dohn,"",(Felvidék/Szlovákia),"",
mghm,"",megszűnt (Felvidék/Szlovákia),"",
dhar,"",(Felvidék/Szlovákia),"",
wdos,"Domaszék",megszűnt kisvasúti állomás,"",46.251459:20.00303
domy,"Dombay-tó",megszűnt megállóhely,"",46.145162:18.399315
wdmz,"Dombegyház",megszűnt kisvasúti,"",
wdmf,"Dombegyház felső",megszűnt kisvasúti,"",
wdmh,"Dombegyház Hunyadi út",megszűnt kisvasúti,"",
wdob,"Dombiratos",megszűnt kisvasúti állomás,"",
wdif,"Dombiratos felső",megszűnt kisvasúti megállóhely,"",
domt,"Dombostanya",megállóhely,"",47.602895:21.706515
domv,"Dombóvár",állomás,"Új-Dombóvár",46.370043:18.149514
doma,"Dombóvár alsó",állomás,"",46.363797:18.134075
wdom,"Dombrád",megszűnt kisvasúti állomás,"",
dona,"Dónát",megállóhely,"",46.669876:20.368231
donj,"",(Horvátország),"Dolnji Miholjac",
wdor,"Dorkó",megszűnt kisvasúti megállóhely,"",
doro,"Dorog",állomás,"",47.723342:18.732896
wdok,"Dózsa kitérő",megszűnt kisvasúti állomás,"",
wdot,"Dózsa tsz",megszűnt kisvasúti,"",
wdoz,"Dózsalaktanya",megszűnt kisvasúti megállóhely,"",
drah,"",megállóhely (Felvidék/Szlovákia),"",
drvc,"Drávacsepely",megszűnt megállóhely,"",
drvf,"Drávafok",megszűnt állomás,"",
drvp,"Drávapalkonya-Drávaszabolcs",megszűnt megállóhely,"",
drvb,"Drávaszabolcs",megszűnt állomás,"",
drvs,"Drávasztára-Zaláta",megszűnt állomás,"Sztára-Zaláta",45.796887:17.865808
drvt,"Drávatamási",megszűnt megállóhely,"",
draz,"",(Felvidék/Szlovákia),"",
dreg,"Drégely",megállóhely,"",48.042451:19.057012
drep,"Drégelypalánk",állomás,"",48.054828:19.046748
drev,"Drégelyvár",megállóhely,"",48.002026:19.079606
dubi,"Dubicsány",megállóhely,"",48.280657:20.504509
dubp,"Dubravapuszta",megállóhely (Felvidék/Szlovákia),"Vysoká pri Morave zastávka",
duda,"Dudar",megszűnt megállóhely,"",
dudb,"Dudarbánya",megszűnt állomás,"",
dudi,"",megszűnt (Felvidék/Szlovákia),"",
dulo,"Dúlóújfalu",megszűnt (Felvidék/Szlovákia),"Dulov",
dnal,"Dunaalmás",megállóhely,"",47.732984:18.326232
dneh,"Dunaegyháza",megszűnt megállóhely,"",46.844909:19.004369
dnfo,"Dunaföldvár",megszűnt állomás,"",46.793185:18.91261
dnff,"Dunaföldvár felső",megszűnt megállóhely,"",
dnhr,"Dunaharaszti",állomás,"",47.352759:19.096621
dnha,"Dunaharaszti alsó",megállóhely,"",47.340411:19.086993
dnhf,"Dunaharaszti felső",,"",
dnhk,"Dunaharaszti külső",,"",
dnfi,"Dunai Finomító",állomás,"",47.294444:18.878942
dnjo,"",(Felvidék/Szlovákia),"",
dnke,"Dunakeszi",állomás,"Dunakeszi-Alag",47.625803:19.136199
dnka,"Dunakeszi alsó",megállóhely,"",47.607549:19.128785
dnkm,"Dunakeszi megálló",megszűnt megállóhely,"",47.637744:19.13493
dnkg,"Dunakeszi-Gyártelep",megállóhely,"Dunakeszi műhelytelep",47.643386:19.134796
dnom,"Dunakömlőd",megszűnt megállóhely,"",46.668631:18.880594
dnpa,"Dunapataj",megszűnt állomás,"",46.646599:19.008835
dnse,"Dunaszerdahely",(Felvidék/Szlovákia),"Dunajská Streda",
dnte,"Dunatetétlen",megszűnt,"",
dnuj,"Dunaújváros",állomás,"Dunapentele, Sztálinváros",46.960656:18.914001
dnuk,"Dunaújváros külső",megállóhely,"",46.982897:18.903585
dnut,"Dunaújváros-Kikötő",teherpályaudvar,"",
dnva,"Dunavarsány",megállóhely,"Dunakisvarsány",47.274498:19.06479
dnve,"Dunavecse",megszűnt állomás,"",46.920309:18.980324
dnjk,"",(Horvátország),"",
durt,"Durvaytéglagyár",megszűnt (Felvidék/Szlovákia),"",
duzs,"Dúzs",megállóhely,"",46.49419:18.377448
dvor,"Dvorniky",megszűnt (Felvidék/Szlovákia),"",
dvoy,"",(Felvidék/Szlovákia),"",
dobr,"Döbrököz",állomás,"",46.416438:18.252956
wdme,"Dömefölde",kisvasúti állomás,"",46.58366:16.664954
dome,"Dömeháza",megszűnt (Felvidék/Szlovákia),"Domaníky",
doms,"Dömsöd",állomás,"",47.110436:19.079404
dmsa,"Dömösi átkelés",megállóhely,"",47.770468:18.917598
dor_,"Dör",megállóhely,"",
cabs,"",(Felvidék/Szlovákia),"",
cabz,"",(Felvidék/Szlovákia),"",
eben,"",állomás (Ausztria),"",
ebes,"Ebes",állomás,"",
ebsz,"Ebszőnybánya",megszűnt állomás,"",
ecs_,"Écs",megállóhely,"Nagy-Écs, Nagyécs, Nagyécsfalu",47.561086:17.728868
ecse,"Ecser",megállóhely,"",47.440568:19.314847
edel,"Edelény",állomás,"",48.299696:20.749433
edea,"Edelény alsó",megállóhely,"Finke",48.278787:20.760944
ceho,"",(Horvátország),"",
egbe,"Egbell",(Felvidék/Szlovákia),"Gbely",
egeg,"Egeg-Szalatnya",megszűnt (Felvidék/Szlovákia),"Slatina",
eger,"Eger",állomás,"",47.89185:20.381595
egfe,"Eger-Felnémet",állomás,"Felnémet",47.936549:20.370654
egrn,"Eger-Rendező",teherpályaudvar,"",
egti,"Eger-Tihamér",megszűnt állomás,"Tihamér",47.888807:20.396915
wegv,"Egeresvölgy-Varróház",kisvasúti megállóhely,"",47.996334:20.436453
